OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
+,51,4396,5124,7790,1646,2825,1935,5166,5727,5951
+,4843,9931,7038,2560,5458,864,3909,1551,5441,4613
+,5846,1611,4226,9706,7123,2092,7557,9530,6610,4898
-,9181,9162,6052,1722,5427,4301,4307,5115,2515,7279
+,4423,8636,7454,6932,621,8008,3233,4486,3184,4826
+,6241,4076,5012,6905,2350,5288,6457,7924,4761,5474
+,7784,507,5501,4378,6980,428,1878,887,5110,1324
+,6220,3429,2616,8667,8312,1953,3450,8684,9867,2016
+,3568,2211,4405,3030,1275,5936,6956,2963,6703,7678
+,193,9344,5245,1588,445,6718,1084,7096,9035,3521
+,3595,4627,2396,6808,9160,7208,9523,3955,6946,2335
+,891,3094,7021,9868,8617,260,963,4550,5101,1727
+,598,7804,6817,3696,4641,5677,4679,4396,1505,8508
+,1828,8535,1645,100,782,346,156,1663,83,6246
-,5439,1324,9668,8654,9231,5067,678,1926,6154,7854
+,3839,5284,8749,2419,9251,9563,7868,2349,801,3328
+,4585,153,7164,6533,4223,8539,9951,5622,2374,8429
+,4402,542,5221,7088,9730,7413,5936,5335,6148,3745
+,7299,8375,2115,677,1309,8313,6440,5418,1343,6732
+,2703,3113,5156,5371,3727,5551,97,3245,6785,193
+,3122,9086,8321,4973,4336,2364,9858,3988,102,1672
+,7061,6248,192,3485,1499,9017,4404,1296,8066,9694
+,7524,9982,9763,7867,9355,9702,5680,5876,4961,6610
+,7766,4973,615,7086,9404,6862,784,3903,5795,1431
+,713,9249,4695,1566,4770,1434,7653,4864,1825,3232
-,9044,3346,2467,8815,5559,4629,6878,4588,5636,5329
+,2360,5208,8427,7701,2835,3584,4806,7862,820,2663
+,3478,477,8452,3049,8502,7632,9800,7769,3134,9315
+,849,7479,767,3803,5998,6205,9833,3431,1792,3397
+,9202,2513,8192,3661,9546,4797,4116,9231,8844,3730
+,2078,2326,7220,2125,363,3134,4673,5174,1443,828
+,5722,9,4132,4883,3984,7862,5660,6294,205,8334
+,810,9968,3706,1750,9399,4232,2089,7292,9713,4574
+,639,5298,4405,8719,7832,3814,6288,4575,715,1683
+,1716,3306,9993,1809,4954,947,6817,6461,1633,7748
+,9964,8114,9845,6528,305,2252,696,4911,6269,9967
-,6172,3257,2260,5304,1721,8475,9343,8457,1707,9387
+,8380,1907,2434,2352,828,8627,224,9567,1475,6794
+,949,5893,5105,6043,4987,876,2516,2555,3946,8107
+,6942,5305,983,8535,1449,753,7116,6460,9099,1826
+,4416,4256,7056,7174,4418,6122,1511,4104,2600,9138
+,158,1694,2447,78,4423,2055,746,2029,7369,9372
+,667,4719,6817,92,9521,4437,7247,6464,3281,7778
+,6836,8962,7539,2464,3422,7447,8526,4231,7853,5861
+,2717,8049,2805,4529,8506,3928,5658,2184,5707,2526
+,2420,6724,439,2399,86,6421,8794,2112,17,8722
+,9563,8950,4951,1013,5728,8533,4664,1720,3981,8656
-,1571,4360,9635,8469,420,2668,7227,5802,9204,6126
+,5705,4520,5026,2988,318,2602,7296,5989,3098,9883
+,9946,9517,3031,6709,5394,761,8141,2578,3414,4079
+,622,3369,1237,6888,9233,9214,7696,3435,4275,9042
+,973,7913,3746,4651,4861,6645,4513,4479,1808,4027
+,173,7917,5200,7452,1929,4772,4614,2142,176,1921
+,5877,642,3644,9490,5402,1674,3279,7216,6984,515
+,2146,7420,4068,1859,1277,3996,1034,6423,7177,608
+,153,7731,2688,7415,432,350,8940,324,5936,945
+,1599,7065,6489,1379,8881,4986,8214,7610,3876,8356
+,7539,4129,897,3482,9222,9229,4064,6531,1246,8448
-,8954,2624,9463,7386,3926,3543,2321,9545,2968,2756
+,7192,6004,8987,4555,9481,535,401,6598,5354,3278
+,752,9077,2553,1488,1186,8430,7412,6372,2323,5414
+,2999,5326,6766,8262,3226,839,8090,8462,1852,7387
+,8466,6533,3791,4002,1906,6574,8742,4358,8641,4977
+,3674,8400,6388,8356,8784,320,4710,4418,3722,3622
+,8616,3888,3483,6834,5390,9797,4459,696,275,9598
+,16,8087,6315,7700,7936,3701,5860,773,8292,5754
+,6637,9636,5209,8445,7993,6564,9330,641,8039,5830
+,9853,748,4248,992,9830,6683,7857,4162,6633,2735
+,4089,9499,6401,6352,8065,4780,1014,5316,8718,4823
-,9147,1840,4630,6760,2708,1064,5889,8504,1857,5391
+,324,2349,2533,6022,4730,937,1647,5844,2121,4428
+,7884,4755,9082,8177,996,8167,7608,6540,6933,7415
+,1548,8406,2654,9381,8370,9664,7559,6843,1319,1596
+,5196,7710,8356,2726,9043,1362,5529,2517,9168,2810
+,7572,9164,2664,8205,202,3712,2902,5433,6599,4798
+,9026,3835,7646,7392,1585,7320,7633,908,998,2406
+,8028,8159,4197,2034,3916,2272,4370,4252,7540,1908
+,2839,612,5458,1694,8220,9645,5985,1539,7390,8832
+,9405,2739,5507,9900,9243,6684,2424,7831,3684,5310
+,8232,2260,1212,8722,1166,9823,9166,6421,2077,859
-,2455,1579,5468,4991,4844,3340,8484,4212,5300,6472
+,9493,7715,2642,2883,7084,5063,1306,7405,305,8354
+,2691,4751,302,4339,2504,3035,5888,7372,9286,9224
+,3066,9621,3890,8014,6752,3169,304,2960,8539,7482
+,8824,385,5284,9678,1900,3265,8324,4271,1587,3645
+,8379,2823,6706,5669,9997,7276,9725,3440,2810,7171
+,4562,9680,8851,6097,3801,7918,5513,8379,2092,4571
+,4118,4814,1527,6215,8020,6401,765,8346,6334,2199
+,6948,2192,1906,1334,1333,5142,853,5631,2040,7063
+,9487,3561,9580,4377,2049,7371,6884,9995,3429,7471
+,6981,4327,3684,7980,5409,7996,7939,6340,955,674
-,9351,2456,7776,7294,1240,8634,344,5645,4722,7119
+,4531,6659,1689,2623,6021,6891,9579,3150,5254,518
+,2513,3857,1821,5040,9361,8116,5967,6072,8873,9020
+,7412,9201,7256,6773,5500,7935,6629,7653,4260,2083
+,1559,7572,5225,5093,4608,7439,6196,3942,3475,6254
+,6675,6636,2563,5676,7674,8501,9867,967,6254,7380
+,3933,7610,9835,9224,8790,3169,940,3027,9107,4741
+,8078,2170,2247,351,1009,3878,9848,2406,5879,1996
+,7057,9556,4248,6478,4760,7401,1607,7974,7737,6282
+,7347,7600,4962,1677,2485,9718,3821,872,7306,9143
+,8863,938,4518,7830,7305,8929,5323,1711,2498,7269
-,8805,849,3401,4221,5801,4927,1928,9667,5081,5073
+,5742,7500,2539,5381,6991,307,6670,5478,3831,1769
+,2128,5634,4477,9407,1408,9347,9701,817,2188,4030
+,3937,9852,6494,8036,7956,6621,7788,4147,8770,5029
+,8034,9665,5032,3766,3109,6036,8481,2882,6957,3289
+,2972,7548,2880,6093,6203,160,1994,7944,9201,9657
+,1279,1642,3622,656,3165,4692,1065,1305,4985,2516
+,57,6272,7612,6272,7853,2565,3830,4129,5877,6919
+,8083,2991,3141,3779,8487,2065,9764,8852,2458,7134
+,2761,4243,2658,6202,7912,2528,8419,8581,3960,9741
+,2882,7539,2258,2600,7256,410,2316,4167,7182,6482
-,4605,5347,9721,9572,5835,8322,814,6909,312,1472
+,3121,7742,896,676,9107,9779,1264,704,9648,5422
+,6616,1667,9734,2661,2153,6912,6400,4484,6382,3700
+,4579,6312,5964,6496,7148,1215,6897,893,5098,9352
+,5762,3929,1947,2908,5975,7768,231,2122,206,9548
+,4894,2196,6089,2086,8717,8294,8288,995,9050,2936
+,110,1743,7977,7133,9616,8433,9357,5499,5499,8972
+,6207,8752,4676,1486,8847,6199,4187,1749,4858,486
+,9455,4824,2503,7389,2509,2534,7571,4254,3986,4920
+,3847,3285,1964,7998,3451,9274,9033,9945,3302,6690
+,6136,9840,4532,4777,4058,663,1958,8873,3758,9665
-,6996,5519,4850,130,1853,5431,5060,4498,981,775
+,8558,4414,7424,8659,8420,9630,7445,8097,7656,4834
+,9006,8571,2172,1160,6128,8255,9073,6956,3660,9491
+,2844,6107,5610,6686,1648,7059,5031,750,1716,6436
+,1573,8062,1963,1121,6584,6364,7681,168,753,904
+,1978,1911,9375,3911,4189,6713,1165,904,6006,4718
+,1919,3619,3283,7132,4101,2318,7390,8508,3045,819
+,8204,9017,5838,8898,3927,2356,7181,4119,9914,3043
+,3358,387,3165,1403,8204,8941,1290,337,8459,7216
+,3959,9405,3376,6767,6271,9350,1013,7753,3326,5075
+,2063,9369,3279,2283,199,1207,4577,8475,4184,2781
-,1919,3619,3283,7132,4101,2318,7390,8508,3045,819
+,5322,421,8944,5310,1416,7891,898,1754,1193,6247
+,9828,2014,4481,1360,730,8777,6381,9971,6100,8970
+,9175,1989,6526,6766,7285,5512,4484,3478,137,8991
+,845,2770,1557,2375,9267,7978,5449,5168,3657,908
+,9296,8908,2619,8829,6582,7541,335,9167,4320,6029
+,5191,862,3380,9965,8981,1638,7336,4252,6219,1719
+,3954,3062,8370,4383,4273,8641,811,5707,7024,2891
+,2845,2210,2390,1474,6961,5635,7742,7912,9576,9654
+,7633,5819,2298,7170,2948,9711,4005,2897,6186,244
+,6444,5853,2455,2590,6630,3054,7768,1731,4097,2917
-,8010,1303,2375,7798,6432,1185,6390,8091,3881,5603
+,6525,1165,530,5846,7135,349,9309,7204,1070,350
+,7926,4984,5437,9562,9428,1114,613,6306,4157,2108
+,2760,1616,4978,2421,5589,7853,828,3083,4114,1505
+,2095,6141,9719,2,122,89,3697,1834,8718,7723
+,7315,7,6947,4079,8862,2727,4768,6880,5278,6087
+,3898,6380,3779,1068,1471,5975,8455,3423,926,2636
+,1283,8510,5955,1338,9461,6242,7781,1816,7056,9362
+,5024,5878,8952,1572,264,25,6905,6680,4166,9539
+,518,7461,3917,6341,6266,1091,5314,3245,3632,5699
+,7727,4373,2961,3651,1493,313,8169,8260,8214,25
-,5686,5121,6454,1455,385,3542,6300,891,3135,1758
+,9898,792,985,2663,3251,2064,3792,5633,8686,9873
+,6653,4024,8329,8212,6674,2058,6706,1196,26,560
+,3347,1061,6664,4756,5022,3855,632,6512,3046,1547
+,9063,3460,4802,1706,1180,7194,4375,6629,1116,4890
+,6333,9385,452,8137,6763,9763,242,3094,4511,5840
+,2350,1219,6685,2447,2100,115,5825,1110,7909,5816
+,709,4046,9422,1536,5650,5241,7135,4052,8918,3307
+,8716,5461,2400,68,1036,9493,4491,1400,7664,9954
+,9637,8528,17,4572,1701,9022,9675,9885,7244,4539
+,6129,732,1921,5839,5737,1685,8436,2453,1895,9893
-,1826,5562,6992,6597,2890,9261,2867,4591,419,5090
+,9261,8785,5766,8528,4113,8916,8735,6952,4265,4213
+,8265,699,4461,4076,4469,6485,5028,6266,5340,768
+,393,2513,4996,1988,9321,70,6366,8611,8948,1640
+,6777,1365,633,5449,2393,7742,5335,2817,7892,3628
+,1726,4702,2216,5239,9524,1964,3273,327,2177,8363
+,7892,5488,5063,6957,2983,7827,1470,4110,4993,1234
+,4069,8828,9636,8138,1076,8032,1711,9923,16,9192
+,2386,5783,3705,7490,4085,8743,9185,5669,4994,1931
+,103,3224,9728,6835,87,1021,5791,4500,8611,9416
+,6092,9119,8758,8923,4599,9244,7264,5674,6099,5505
-,7450,2422,6719,6660,3260,1365,7982,794,9880,5216
+,1312,7592,9943,8919,1767,4532,7751,5454,6842,1627
+,9540,3366,283,2995,5834,7080,2062,4299,8021,1751
+,7666,5084,3904,7530,7821,7307,2757,8162,8691,9533
+,5536,1085,4185,2399,5446,7923,4064,7917,7922,1726
+,745,6363,2442,8242,1149,3546,5662,8568,6231,276
+,5299,9615,9159,1104,3281,238,5690,7652,6762,9779
+,606,8604,4068,3887,1615,9539,795,2991,3077,717
+,8799,1133,9740,7877,7626,2741,2815,4480,3025,9647
+,3989,2713,688,4863,7027,2178,4893,8368,1461,7329
+,1412,7986,1304,7465,4751,3802,6830,8997,9557,6424
-,7189,8298,594,143,1798,4549,9892,5008,503,7714
+,4595,8470,6739,9007,5996,4339,4851,3576,2599,8435
+,887,6582,7623,4281,1328,314,117,2032,3658,9234
+,9499,8167,8748,2331,8619,9380,8396,177,8085,7422
+,9414,9918,5059,4157,8945,2462,2915,820,1209,6999
+,344,7972,3832,4737,6883,9076,6023,9465,7580,49
+,7041,839,9593,1072,3454,8194,9042,3415,1775,2858
+,8673,211,2209,1724,382,9919,3981,1882,8644,2490
+,7158,1250,3368,9995,1098,2081,4468,8059,6395,6197
+,2080,7665,9036,857,6634,5987,9309,1059,2458,2316
+,1836,1215,6637,2222,3459,7225,3892,7587,1029,1772
-,5164,9471,6177,8830,8047,4877,7985,7692,3115,8360
+,7617,4834,2535,8269,2869,4782,6194,5314,2062,3244
+,3207,2735,5017,7127,50,1240,1356,2963,423,6183
+,7643,214,9635,2578,6359,6305,9911,9843,5672,7469
+,1013,736,7358,9663,4437,4006,5386,9595,6312,7872
+,1295,4755,5776,1385,6419,7160,6719,1445,530,1047
+,6385,6747,2095,7365,2371,560,418,9733,6297,2217
+,8920,6237,1925,2085,3105,658,9055,1397,3581,1960
+,29,9638,29,9477,530,2483,3591,9297,1008,1390
+,7366,3422,2661,813,5328,3580,668,5238,7274,3730
+,3340,8729,176,5755,9332,8294,2259,9829,8184,3359
-,6085,662,4667,5715,5775,5269,9740,5071,2565,6955
+,4686,8598,4022,4535,9668,9145,4301,2693,5317,2769
+,7220,9856,5180,4637,3915,1256,4606,2412,352,2642
+,4109,7828,1329,2352,6987,2823,8073,5546,2367,6943
+,1065,9557,2933,6959,220,955,6085,5757,3995,475
+,81,3731,3010,6137,9167,4819,6495,2412,9902,5022
+,7792,3975,1785,3043,8476,9026,1630,3194,4657,2998
+,6171,4035,1469,247,3796,607,5254,4532,9255,9726
+,2144,6831,5540,8424,2059,231,5455,2582,8444,1969
+,1776,3976,6594,6111,4552,9267,7005,6651,8954,3956
+,7455,9200,1471,9409,2739,5631,150,6630,4071,1540
-,5683,8119,4794,3428,7498,250,1053,7318,7896,4016
+,1660,5718,7554,3977,624,1603,4689,7769,5093,9461
+,5883,5991,3788,6236,9887,4792,976,5683,2150,7752
+,9001,3817,4017,6741,7704,6067,8511,3084,1748,4233
+,6719,743,3097,676,6554,9398,4531,2807,9206,7939
+,5573,2585,5359,1689,1850,471,4352,5726,296,4420
+,6757,6172,6916,1642,5606,7119,1865,4215,666,4160
+,2021,530,1410,8358,6716,7376,5107,2172,1785,610
+,2055,9149,1201,1748,6850,5721,2875,1126,9656,1521
+,6850,3916,2681,4465,6679,8327,8504,4612,7830,3738
+,6379,3317,5737,6388,7807,8172,4527,4702,574,8697
-,6150,7191,5236,2037,4265,3194,4333,2044,9185,3252
+,6163,7114,5411,1923,1210,6512,8732,228,1252,2839
+,7825,6501,5174,1465,7046,175,5891,7904,8254,1292
+,90,2755,6871,6534,4163,8095,7991,5721,5557,2635
+,6496,2497,5960,9613,4479,4995,8700,1907,4201,3725
+,2570,496,2018,4942,6611,2758,4367,8402,4355,4889
+,2025,9561,5680,7211,1942,7851,6889,4229,3041,3313
+,4907,6244,2666,3895,7045,6617,260,2055,5056,2182
+,6945,2248,5056,6256,9680,9399,5466,3764,4331,3430
+,7733,3389,8097,2982,4191,3477,9840,8908,4656,5604
+,8766,9250,6914,342,8663,2540,5509,8446,639,2122
-,7061,6248,192,3485,1499,9017,4404,1296,8066,9694
+,116,6609,359,7516,8422,2067,6238,3748,6582,6144
+,923,6505,3980,8059,6228,3034,168,1820,972,1085
+,9087,987,8674,3140,1268,3365,8584,6919,1128,6977
+,1405,9201,3324,5961,1622,2984,1131,6425,4780,3511
+,2153,8849,4600,388,5655,3755,9262,985,2903,7240
+,4865,8484,4478,982,161,9260,5932,1851,7329,9366
+,2403,3006,6302,6681,2116,8659,3183,5307,1443,9986
+,8262,1538,7229,5245,4333,804,5149,6439,5520,8175
+,612,4463,4332,1400,4353,5434,8664,729,8671,7280
+,1787,6345,7126,3282,7932,6683,9550,9641,2625,8809
-,5997,6200,4874,6894,2657,859,6536,1452,5372,6555
+,30,3227,8733,9305,6899,5106,3523,4749,4268,7116
+,7297,8575,4649,4792,3676,5207,553,4374,6219,8762
+,3774,688,3819,3383,8540,6622,8647,5109,7360,6463
+,8713,8355,4109,6287,3394,2445,1667,115,1545,143
+,5432,9192,4090,2755,5112,6710,7507,7183,5644,5452
+,440,1230,7436,9295,367,5008,2724,1717,945,2826
+,9901,9037,2614,7990,5793,6776,1946,7694,6599,7079
+,5043,5798,6987,7982,8015,4495,1630,5934,9321,545
+,5384,869,6106,1432,6876,1322,4134,4933,7571,7868
+,7372,1047,4571,8180,6333,6570,7102,9626,303,4383
-,1481,9172,7012,7527,8316,8545,2340,8178,6501,7623
+,8189,1708,5253,7143,1928,5855,3598,3830,9739,9645
+,8082,1282,7758,8461,4622,1925,5952,3345,8668,6760
+,8055,4653,1105,6725,5733,5109,1722,7609,5211,8792
+,4910,6030,7499,454,7833,6326,9690,2882,5399,9723
+,7809,7390,535,3327,2519,426,6788,3248,8090,4590
+,1186,3104,518,9556,2321,8885,2864,5477,3454,9389
+,503,4649,8047,8409,9654,1924,9362,4924,6314,9920
+,3024,8898,9986,4053,351,2646,7366,5582,3930,201
+,3375,8471,619,6594,6158,982,7828,9724,3521,4500
+,3769,8296,9566,4259,1386,4880,7780,2344,5301,1231
-,9343,4720,7914,985,8165,1326,5385,7590,3163,7564
+,9833,4986,4354,1652,9848,7701,9556,5670,1509,998
+,2834,4525,9980,9184,1246,7398,6896,5327,4763,9010
+,649,5705,47,2264,154,7852,8249,853,5282,7977
+,7944,4858,5224,764,3169,2877,8024,258,9713,1546
+,9345,8982,2229,3294,3349,2309,7100,5891,1993,2714
+,3147,8099,6790,3216,728,7431,3315,1505,2083,889
+,4770,6965,9376,1344,1922,7362,3891,4770,747,2886
+,3859,4595,8349,289,4892,6452,2790,7210,4503,9912
+,7827,573,2499,8372,4480,4500,3893,2469,9869,9109
+,7166,9738,1435,7929,1203,6253,6116,8198,5942,5373
-,7285,4577,1817,4717,1397,7867,947,7526,3391,1430
+,9193,5856,3410,516,4625,194,8117,7335,6310,4132
+,7492,8042,6090,8586,234,2246,7065,9062,6932,6159
+,222,8501,6554,5632,5588,952,6139,802,1661,3041
+,2543,4089,2037,6490,5587,2409,9563,6003,2420,3417
+,8427,8663,2545,2496,6174,3320,2885,1849,5388,3144
+,4250,7941,6559,3235,1258,3923,4462,1215,7643,6009
+,7935,8923,2933,73,7361,9512,4027,4216,8430,8080
+,5574,9033,933,8665,4125,4671,4013,9548,2759,8712
+,171,7600,974,271,8653,1100,5667,4225,9645,111
+,4213,4334,7090,5505,1803,2493,6707,3868,6607,6232
-,7702,2161,3304,4770,7145,3203,6359,25,6353,2075
+,7611,3934,3325,1044,7350,7952,3141,4187,1543,6551
+,2572,2637,1396,5447,3643,7844,4281,542,3698,3671
+,5866,9313,3415,5385,8129,2469,608,7541,2654,9498
+,9271,9912,7488,912,7597,2168,7747,8451,5117,3692
+,371,4857,2414,2423,9792,688,1897,876,7315,3178
+,2220,2806,1944,981,6191,6563,1759,8720,1978,1713
+,471,2781,3561,6905,243,7170,1587,6729,3392,538
+,6326,1957,1381,3236,7364,1881,5234,5931,9948,1984
+,202,6162,7100,3571,10,3984,1970,7651,6131,5682
+,977,4146,8175,463,6922,7812,4102,9628,343,3508
-,4914,7326,4007,1077,5063,9597,6569,2848,200,3353
+,2502,3827,6767,6537,5595,6505,5426,8235,1271,162
+,6437,6057,2618,5326,2514,3503,1740,9101,1409,1222
+,4502,5501,9856,3182,6502,1430,7403,7182,4616,781
+,6549,2920,4411,9499,7143,8914,7958,6798,6910,2808
+,9025,5150,4591,7577,7935,6729,1264,2329,9770,4287
+,5786,2983,4325,9645,9275,6530,2226,691,4063,9197
+,8022,5163,4508,4567,402,253,8480,194,6345,5104
+,4132,9561,8917,9586,8270,1294,364,3185,459,1351
+,2896,1262,8608,2375,4818,2108,1985,1679,7952,7279
+,9240,5159,7939,7093,1372,5357,5547,7623,8878,3240
-,5136,9019,423,7918,288,2344,5961,2812,5301,2920
+,5091,4362,2382,696,8988,406,9718,7798,4245,5777
+,1903,3557,303,280,5955,566,9431,1925,552,9636
+,4192,3208,9275,3628,3797,2971,2523,6425,3089,9858
+,182,8023,1688,8439,4062,558,6760,4157,3105,2061
+,436,1945,244,2062,6044,2601,855,4259,9156,8707
+,3154,241,7285,6532,1241,5211,4279,7013,1065,9114
+,1954,2348,9526,6065,688,8650,535,8900,2309,204
+,7971,9188,6704,9924,1052,2000,8271,3200,7780,2344
+,6900,2849,9084,3469,6543,1407,1546,858,4509,2687
+,268,4135,2825,5296,9608,2021,3142,7005,4880,2049
-,9016,1919,6754,2480,2136,4058,219,7291,2690,1127
+,1733,8799,844,7048,9472,766,4145,5866,5083,9555
+,4012,3918,7015,7851,130,1343,6504,4809,9923,7308
+,862,6507,5851,2490,1399,1004,3460,2523,1169,2058
+,5109,112,3714,3959,6454,5980,7828,586,1579,8785
+,8615,5865,1579,5479,2122,7264,2142,227,3700,7751
+,8580,7533,6661,2456,7455,6244,1172,391,2574,7498
+,2569,6243,7173,3745,985,9881,7936,4102,2937,4474
+,8500,3990,752,3947,8356,692,542,2413,292,3455
+,2312,3455,6788,9624,6401,6986,5859,7690,1635,6917
+,6139,4712,6,1083,6211,9169,9268,1646,8117,3321
-,3097,6299,3813,5411,3115,8226,3889,530,8987,4920
+,8062,8722,9801,9775,2183,2230,2960,9938,6561,974
+,4434,3358,9614,6898,1123,8251,8390,9553,3807,4981
+,7624,6589,8451,1932,9422,3634,8703,7420,3484,5076
+,3905,9663,4086,2209,2554,5536,7640,6417,8561,6045
+,5617,8959,1286,395,6413,1387,972,7816,4705,6463
+,9409,7859,9470,7312,8660,2848,582,8635,4855,3268
+,7211,867,2930,2009,4380,8270,7322,343,6524,9341
+,3890,2346,4209,8508,4533,3020,9342,2248,9150,8872
+,4264,836,2621,5886,729,6718,408,4666,9133,7367
+,9013,9560,5770,8975,2042,7078,7488,6957,2125,2558
-,5957,8316,4444,6154,8347,2762,1531,2741,2231,8325
+,1942,5847,7340,5443,2489,8106,7007,7935,9055,4603
+,1789,9049,1728,3239,54,2935,6716,344,5312,986
+,8208,905,2713,8064,1878,1863,2185,1980,3211,8558
+,489,5403,273,5375,6998,3365,1048,1034,7983,8256
+,6558,2618,5147,6157,6101,4497,4788,7338,7689,1170
+,1822,4026,963,8750,257,1405,4135,5753,8784,5805
+,2806,8603,1515,1075,6836,6534,9619,6583,4833,1
+,5378,1620,4151,8068,8497,1788,5125,7876,9027,9078
+,8836,331,3522,2946,7246,3446,4267,7239,7459,4381
+,2022,2030,3691,2119,5870,796,965,3285,1375,5477
-,7714,9289,7655,8035,9426,1191,1180,7033,6313,2754
+,6017,2030,740,3556,4439,4607,614,8784,8925,2169
+,9133,3845,6347,2810,3888,8177,9048,9038,5256,4801
+,417,2218,8842,7711,49,5392,824,2423,5470,564
+,284,9735,5310,7116,2948,2357,7399,6248,7977,9435
+,8118,189,7065,3118,6692,3211,4889,5745,9187,5320
+,6233,4212,107,3565,4377,8410,4227,417,4068,4642
+,8691,2918,6952,7887,4691,2492,4578,2289,4485,9077
+,8542,3193,5386,7571,5940,5645,4984,839,9511,2617
+,7356,8412,7375,7761,7312,6670,7118,1537,4001,8558
+,150,9990,9253,6746,6061,7130,2464,7477,9338,8690
-,7092,9071,6903,7198,9585,9099,1516,8914,5880,3528
+,68,5863,9626,2380,6987,648,7135,2407,9079,1318
+,2959,5975,885,6638,7721,1689,3866,9875,9524,9089
+,2885,86,8874,1899,8067,4655,947,874,5392,3289
+,8449,7264,7926,461,2957,4780,9954,1684,9297,9549
+,9981,8289,6641,5968,4903,4848,6106,985,5517,7508
+,4536,7028,6482,9442,3556,8699,1687,9108,157,7604
+,4851,3535,5928,5468,1777,4439,1241,2903,4370,663
+,4864,5811,3157,94,7110,3363,7566,8489,3151,3524
+,2238,7226,5740,221,3503,3670,9601,6397,8395,9825
+,7593,3338,6230,579,9514,7747,2781,4224,3846,2801
-,6988,180,5413,5129,5537,5771,8181,4587,9123,3784
+,8715,6999,1955,871,8176,5585,4959,4186,54,4024
+,4923,2041,9687,8832,4795,3996,9246,7313,3868,8666
+,4941,7508,923,2785,4521,4590,9373,1635,746,7560
+,7223,3849,8637,9114,6812,4085,1787,8779,6099,3473
+,4371,1867,9116,321,753,6651,7652,5722,4758,1506
+,581,2892,8438,7328,1822,5884,7685,9269,6426,710
+,2766,504,3801,234,2045,3002,8412,7734,8806,1603
+,8005,256,8983,1629,7463,3936,8897,7618,8532,5070
+,5360,7363,4939,3499,964,589,5723,8401,6823,2161
+,9998,906,1436,4093,2058,3665,2878,7739,1507,4167
-,1370,9064,7743,5518,5229,9607,3703,8146,7889,3966
+,7523,4010,5502,5966,747,8153,6383,8402,66,2432
+,9276,3905,7595,2937,5959,7285,8404,4418,5489,4283
+,4168,2929,517,2038,5900,8794,375,9683,8156,8341
+,7397,3707,8957,6367,2734,726,5003,5600,5951,5480
+,8445,5724,7882,2867,8064,3007,7841,9544,8584,1816
+,7063,5470,1948,3360,340,9282,6054,4887,9888,5355
+,7436,8889,7785,4994,9945,9204,9767,7278,548,8629
+,5381,357,4052,5895,174,5192,3004,9135,947,4756
+,9428,9765,5702,6941,7305,1475,1896,2015,4835,2965
+,2124,8914,2861,9961,6602,2739,2203,5014,3806,8689
-,2154,1680,696,5030,4932,7292,8831,7351,5811,7488
+,7681,4132,8251,8057,7131,7790,3957,2328,8423,6892
+,2730,8664,7743,4518,8813,5723,8645,4525,7542,8262
+,1633,4968,6274,9402,4543,4737,5797,6988,1332,4000
+,2093,9902,3302,1782,8977,9504,1213,4514,1220,8127
+,2593,1501,6150,9571,7148,2637,1902,8561,7044,6921
+,5873,3905,3134,8598,5925,1390,2436,7222,9251,1665
+,5058,4483,8967,9643,8411,3444,8663,4119,8487,2922
+,8823,5379,98,9105,8687,1138,5160,3037,3927,4047
+,7915,2270,1147,5771,5954,5644,9176,4241,3466,4010
+,2624,1313,1967,8161,5593,4594,38,7565,7998,9120
-,3154,241,7285,6532,1241,5211,4279,7013,1065,9114
+,357,5139,4637,1874,7506,6424,7003,739,6538,6284
+,8024,9264,7827,3133,4883,6137,2775,2663,7492,4891
+,3386,8377,4061,2941,3869,7171,7752,9163,8626,9439
+,5467,4467,1269,8451,6394,166,3233,1457,4663,9744
+,9166,3408,9800,6093,8418,4618,4089,7604,4283,6991
+,8148,4438,5871,4819,9373,5693,5160,7127,8823,5177
+,3408,8064,2762,4270,3961,4540,7463,2987,558,8045
+,8417,5590,7414,5762,7605,1634,8236,2311,9045,1169
+,2660,4157,8290,6222,9014,2612,7994,2110,3898,6938
+,2020,1250,6212,4876,3744,2573,6133,2297,5097,9630
-,6653,4024,8329,8212,6674,2058,6706,1196,26,560
+,4161,7879,9714,6915,9441,9696,8112,2382,7751,8855
+,5668,8737,5556,2755,497,3498,3500,779,1119,6079
